skill_id,skill_name,category,subcategory,skill_type,description,aliases,parent_skill,related_skills,difficulty,assessment_available,career_relevance,source,status,prerequisite_skills,taxonomy_version
SKL-0164,CAP Theorem,System Design,Distributed Systems,Technical,CAP Theorem is a distributed systems skill used in system design and related professional or technical workflows.,CAP,Distributed Systems,Scalability; Load Balancing; Caching; Sharding,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0165,High Availability,System Design,Reliability Engineering,Technical,High Availability is a reliability engineering skill used in system design and related professional or technical workflows.,HA,Distributed Systems,Scalability; Load Balancing; Caching; Sharding,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0166,Fault Tolerance,System Design,Reliability Engineering,Technical,Fault Tolerance is a reliability engineering skill used in system design and related professional or technical workflows.,Fault tolerant systems,Distributed Systems,Scalability; Load Balancing; Caching; Sharding,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0167,API Design,System Design,API Architecture,Technical,API Design is a api architecture skill used in system design and related professional or technical workflows.,API architecture,,Scalability; Load Balancing; Caching; Sharding,Intermediate,Planned,Software Engineer; Backend Developer; SDE; Solutions Architect; Cloud Engineer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0168,Android Development,Mobile Development,Mobile Application Development,Technical,Android Development is a mobile application development skill used in mobile development and related professional or technical workflows.,Android,,iOS Development; Flutter; React Native; Mobile UI Development,Intermediate,Planned,Android Developer; iOS Developer; Mobile App Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0169,iOS Development,Mobile Development,Mobile Application Development,Technical,iOS Development is a mobile application development skill used in mobile development and related professional or technical workflows.,iOS,,Android Development; Flutter; React Native; Mobile UI Development,Intermediate,Planned,Android Developer; iOS Developer; Mobile App Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0170,Flutter,Mobile Development,Mobile Application Development,Technical,Flutter is a mobile application development skill used in mobile development and related professional or technical workflows.,Flutter development,,Android Development; iOS Development; React Native; Mobile UI Development,Intermediate,Planned,Android Developer; iOS Developer; Mobile App Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0171,React Native,Mobile Development,Mobile Application Development,Technical,React Native is a mobile application development skill used in mobile development and related professional or technical workflows.,ReactNative,,Android Development; iOS Development; Flutter; Mobile UI Development,Intermediate,Planned,Android Developer; iOS Developer; Mobile App Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0172,Mobile UI Development,Mobile Development,Mobile Application Development,Technical,Mobile UI Development is a mobile application development skill used in mobile development and related professional or technical workflows.,Mobile UI,,Android Development; iOS Development; Flutter; React Native,Intermediate,Planned,Android Developer; iOS Developer; Mobile App Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0173,Mobile Testing,Mobile Development,Mobile Application Development,Technical,Mobile Testing is a mobile application development skill used in mobile development and related professional or technical workflows.,Mobile app testing,,Android Development; iOS Development; Flutter; React Native,Intermediate,Planned,Android Developer; iOS Developer; Mobile App Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0174,UI Design,UI/UX,Design & User Experience,Technical,UI Design is a design & user experience skill used in ui/ux and related professional or technical workflows.,User interface design,,UX Design; Wireframing; Prototyping; Figma,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0175,UX Design,UI/UX,Design & User Experience,Technical,UX Design is a design & user experience skill used in ui/ux and related professional or technical workflows.,User experience design,,UI Design; Wireframing; Prototyping; Figma,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0176,Wireframing,UI/UX,Design & User Experience,Technical,Wireframing is a design & user experience skill used in ui/ux and related professional or technical workflows.,Wireframes,,UI Design; UX Design; Prototyping; Figma,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0177,Prototyping,UI/UX,Design & User Experience,Technical,Prototyping is a design & user experience skill used in ui/ux and related professional or technical workflows.,Prototypes,,UI Design; UX Design; Wireframing; Figma,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0178,Figma,UI/UX,Design & User Experience,Technical,Figma is a design & user experience skill used in ui/ux and related professional or technical workflows.,Figma design,,UI Design; UX Design; Wireframing; Prototyping,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0179,User Research,UI/UX,Design & User Experience,Technical,User Research is a design & user experience skill used in ui/ux and related professional or technical workflows.,UX research,,UI Design; UX Design; Wireframing; Prototyping,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0180,Usability Testing,UI/UX,Design & User Experience,Technical,Usability Testing is a design & user experience skill used in ui/ux and related professional or technical workflows.,Usability,,UI Design; UX Design; Wireframing; Prototyping,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0181,Information Architecture,UI/UX,Design & User Experience,Technical,Information Architecture is a design & user experience skill used in ui/ux and related professional or technical workflows.,IA,,UI Design; UX Design; Wireframing; Prototyping,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0182,Design Systems,UI/UX,Design & User Experience,Technical,Design Systems is a design & user experience skill used in ui/ux and related professional or technical workflows.,Design system,,UI Design; UX Design; Wireframing; Prototyping,Intermediate,Planned,UI/UX Designer; Product Designer; Frontend Developer,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0183,Project Management,Business & Management,Business & Product Management,Professional,Project Management is a business & product management skill used in business & management and related professional or technical workflows.,Project management,,Product Management; Agile; Scrum; Kanban,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0184,Product Management,Business & Management,Business & Product Management,Professional,Product Management is a business & product management skill used in business & management and related professional or technical workflows.,Product management,,Project Management; Agile; Scrum; Kanban,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0185,Agile,Business & Management,Business & Product Management,Professional,Agile is a business & product management skill used in business & management and related professional or technical workflows.,Agile methodology,,Project Management; Product Management; Scrum; Kanban,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0186,Scrum,Business & Management,Business & Product Management,Professional,Scrum is a business & product management skill used in business & management and related professional or technical workflows.,Scrum framework,,Project Management; Product Management; Agile; Kanban,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0187,Kanban,Business & Management,Business & Product Management,Professional,Kanban is a business & product management skill used in business & management and related professional or technical workflows.,Kanban,,Project Management; Product Management; Agile; Scrum,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0188,Business Analysis,Business & Management,Business & Product Management,Professional,Business Analysis is a business & product management skill used in business & management and related professional or technical workflows.,Business analysis,,Project Management; Product Management; Agile; Scrum,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0189,Requirements Analysis,Business & Management,Business & Product Management,Professional,Requirements Analysis is a business & product management skill used in business & management and related professional or technical workflows.,Requirements engineering,,Project Management; Product Management; Agile; Scrum,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0190,Stakeholder Management,Business & Management,Business & Product Management,Professional,Stakeholder Management is a business & product management skill used in business & management and related professional or technical workflows.,Stakeholder relations,,Project Management; Product Management; Agile; Scrum,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0191,Strategic Planning,Business & Management,Business & Product Management,Professional,Strategic Planning is a business & product management skill used in business & management and related professional or technical workflows.,Strategy,,Project Management; Product Management; Agile; Scrum,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0192,Risk Management,Business & Management,Business & Product Management,Professional,Risk Management is a business & product management skill used in business & management and related professional or technical workflows.,Risk analysis,,Project Management; Product Management; Agile; Scrum,Intermediate,Planned,Product Manager; Business Analyst; Project Manager; Engineering Manager,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0193,Communication,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Communication is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Communication skills,,Verbal Communication; Written Communication; Presentation; Public Speaking,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0194,Verbal Communication,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Verbal Communication is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Oral communication,,Communication; Written Communication; Presentation; Public Speaking,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0195,Written Communication,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Written Communication is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Writing skills,,Communication; Verbal Communication; Presentation; Public Speaking,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0196,Presentation,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Presentation is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Presentation skills,,Communication; Verbal Communication; Written Communication; Public Speaking,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0197,Public Speaking,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Public Speaking is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Speaking,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0198,Active Listening,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Active Listening is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Listening,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0199,Teamwork,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Teamwork is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Team work,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0200,Collaboration,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Collaboration is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Collaborative work,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0201,Leadership,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Leadership is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Leadership skills,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0202,Problem Solving,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Problem Solving is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Problem-solving,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0203,Critical Thinking,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Critical Thinking is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Critical thinking,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0204,Creativity,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Creativity is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Creative thinking,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0205,Adaptability,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Adaptability is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Adaptability,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0206,Time Management,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Time Management is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Time management,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0207,Conflict Resolution,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Conflict Resolution is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Conflict management,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0208,Negotiation,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Negotiation is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Negotiation skills,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0209,Decision Making,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Decision Making is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,Decision-making,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0210,Emotional Intelligence,Communication & Soft Skills,Professional & Interpersonal Skills,Soft Skill,Emotional Intelligence is a professional & interpersonal skills skill used in communication & soft skills and related professional or technical workflows.,EQ,,Communication; Verbal Communication; Written Communication; Presentation,Intermediate,Planned,All Career Paths,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0211,AI Agents,Emerging Technology,Emerging & Advanced Technology,Technical,AI Agents is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,Agentic AI; AI agent,,Multimodal AI; Edge AI; Digital Twins; Blockchain,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0212,Multimodal AI,Emerging Technology,Emerging & Advanced Technology,Technical,Multimodal AI is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,Multimodal artificial intelligence,,AI Agents; Edge AI; Digital Twins; Blockchain,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0213,Edge AI,Emerging Technology,Emerging & Advanced Technology,Technical,Edge AI is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,Edge artificial intelligence,,AI Agents; Multimodal AI; Digital Twins; Blockchain,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0214,Digital Twins,Emerging Technology,Emerging & Advanced Technology,Technical,Digital Twins is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,Digital twin,,AI Agents; Multimodal AI; Edge AI; Blockchain,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0215,Blockchain,Emerging Technology,Emerging & Advanced Technology,Technical,Blockchain is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,Distributed ledger,,AI Agents; Multimodal AI; Edge AI; Digital Twins,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0216,Internet of Things,Emerging Technology,Emerging & Advanced Technology,Technical,Internet of Things is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,IoT,,AI Agents; Multimodal AI; Edge AI; Digital Twins,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0217,Robotics,Emerging Technology,Emerging & Advanced Technology,Technical,Robotics is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,Robotics,,AI Agents; Multimodal AI; Edge AI; Digital Twins,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0218,Augmented Reality,Emerging Technology,Emerging & Advanced Technology,Technical,Augmented Reality is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,AR,,AI Agents; Multimodal AI; Edge AI; Digital Twins,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0219,Virtual Reality,Emerging Technology,Emerging & Advanced Technology,Technical,Virtual Reality is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,VR,,AI Agents; Multimodal AI; Edge AI; Digital Twins,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0220,Quantum Computing,Emerging Technology,Emerging & Advanced Technology,Technical,Quantum Computing is a emerging & advanced technology skill used in emerging technology and related professional or technical workflows.,Quantum computing,,AI Agents; Multimodal AI; Edge AI; Digital Twins,Intermediate,Planned,AI Engineer; IoT Engineer; Robotics Engineer; Blockchain Developer; Emerging Technology Roles,SkillSync initial taxonomy,Active,,SkillSync v1.1
SKL-0221,TensorFlow,AI & Machine Learning,Deep Learning Frameworks,Technical,"An open-source machine learning framework for training and deploying deep learning models.",tensorflow;tf;tf2,,PyTorch; Deep Learning; Machine Learning; Neural Networks,Intermediate,Planned,AI Engineer; Machine Learning Engineer; Data Scientist,SkillSync Phase 2 reconciliation,Active,,SkillSync v1.2
SKL-0222,Alembic,Database & Storage,Database Migrations,Technical,"A lightweight database migration tool for usage with the SQLAlchemy Database Toolkit for Python.",alembic;db migrations;database migrations,,SQL; PostgreSQL; Database Design; SQLAlchemy,Intermediate,Planned,Backend Developer; Python Developer; Data Engineer,SkillSync Phase 2 reconciliation,Active,,SkillSync v1.2
